RUNNER,NAME,TYPE,DATE,DISTANCE,CATEGORY
3985,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M35-39
5573,Scotiabank Toronto Waterfront Marathon,half marathon,2014-10-19,21.0975,M45-49
5573,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M45-49
5573,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M40-44
5573,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23km,2013-08-03,23.0,M40-49
5573,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
257,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F40-44
2010,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F18-24
4912,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M25-29
5389,Oka Road Race,5km course,2012-11-04,5.0,F30-39
5389,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F35-39
1318,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F25-29
1318,Demi-marathon Bonneville de Lachine,half marathon,2014-08-24,21.0975,F20-29
1318,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F25-29
1318,Marathon Oasis de Montreal,10km,2012-09-23,10.0,F18-24
1361,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
3775,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
3775,La Grande Viree des Sentiers St-Bruno,20km,2014-06-08,20.0,M50-59
3775,Triathlon d'hiver Saint-Donat,triathlon format itu,2014-02-01,-1,M-Veteran
3775,Ironman Mont-Tremblant 70.3,half ironman,2013-06-23,21.1,M50-54
3775,La Grande Viree des Sentiers St-Bruno,20km,2013-06-09,20.0,M50-59
3775,Defi Velo Mag,105km,2012-09-22,105.0,M40-49
3775,La Grande Viree des Sentiers St-Bruno,20km,2012-06-10,20.0,M40-49
3623,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
5302,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M25-29
5302,Triathlon de Valleyfield,triathlon initiation,2013-08-25,-1,M20-24
5302,Triathlon Terrebonne,triathlon sprint,2013-08-04,-1,M20-29
5780,Tour du Lac Brome,1km p'tit marathon,2014-06-15,1.0,M40-49
5780,Tour du Lac Brome,20km route,2014-06-15,20.0,M40-49
5780,Tour du Lac Brome,22.2km chemin de campagne,2014-06-14,22.2,M40-49
5780,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M35-39
5780,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M35-39
5780,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
5780,Tour du Lac Brome,20km route,2012-06-17,20.0,M30-39
5780,La Grande Viree des Sentiers St-Bruno,20km,2012-06-10,20.0,M30-39
4859,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F45-49
41,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
6963,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
6963,Classique Du Parc La Fontaine,10km,2013-10-06,10.0,M30-39
6963,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M35-39
6963,Ottawa Race Weekend,ottawa 10km,2013-05-25,-1,M35-39
6963,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M35-39
7186,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
4830,Marathon Oasis de Montreal,5km sports experts,2013-09-22,5.0,M12-14
3499,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
4828,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M30-34
4828,Army Run - Course de l'Armée,half marathon   half marathon,2014-09-21,-1,M30-34
4828,Scotiabank Toronto Waterfront Marathon,half marathon,2013-10-20,21.0975,M30-34
4828,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
4641,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
4641,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,M20-24
1022,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
7836,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F30-34
3106,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
3106,Ironman Mont-Tremblant 70.3,overall,2014-06-22,-1,M50-54
3106,Triathlon / Duathlon Mont-Tremblant,ironman 5150  triathlon olympic,2014-06-08,-1,M50-59
3106,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,M50-54
3106,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
3106,Ironman Mont-Tremblant 70.3,half ironman,2013-06-23,21.1,M50-54
3106,Triathlon / Duathlon Mont-Tremblant,duathlon olympic,2013-06-08,-1,M50-59
3106,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,M45-49
3106,Ottawa Race Weekend,5km,2012-05-26,5.0,M45-49
798,Army Run - Course de l'Armée,half marathon   half marathon,2014-09-21,-1,M30-34
798,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
798,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,M30-39
5023,La course de Fontainebleau,10km,2014-09-21,10.0,M40-49
5023,Un pas vers l'espoir,10km,2013-09-29,10.0,M40-49
6507,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
5364,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F40-44
310,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F18-24
310,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F18-24
3218,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
3218,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,M35-39
939,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
6983,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
2445,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,M30-39
2445,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
2445,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M30-34
440,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F55-59
4077,Demi-marathon Bonneville de Lachine,half marathon,2014-08-24,21.0975,M30-39
4963,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M25-29
4963,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,M25-29
4963,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M25-29
4963,Demi Marathon Hypothermique,half marathon,2013-02-17,21.0975,M20-29
7748,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
208,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
208,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,M35-39
6789,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M30-34
6789,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
1930,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
1930,Goodlife Fitness Toronto Marathon,half marathon,2014-05-04,21.0975,M40-44
1930,Toronto Yonge Street 10K,10km,2014-04-13,10.0,M40-44
1930,Scotiabank Toronto Waterfront Marathon,marathon,2012-10-14,42.195,M35-39
4582,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
4582,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,M35-39
414,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M45-49
8128,Triathlon Esprit de Montreal,duathlon olympic,2014-09-06,-1,M50-54
8128,Triathlon de Saguenay,duathlon sprint,2014-07-05,-1,M50-54
8128,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M50-54
8128,Triathlon Esprit de Montreal,duathlon olympic,2013-09-07,-1,M50-54
8128,Triathlon Promutuel du Fjord,duathlon olympic,2013-08-10,-1,M50-59
8128,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23km,2013-08-03,23.0,M50-59
8128,Triathlon de Saguenay,duathlon olympic,2013-07-06,-1,M50-54
8128,Triathlon Lac Beauport,duathlon,2013-06-15,15.0,M50-54
8128,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M50-54
4165,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M70+
4165,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M70+
4165,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M70+
7800,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M45-49
7800,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
7800,Tour du Lac Brome,22.2km chemin de campagne,2013-06-15,22.2,M40-49
7800,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M40-44
3528,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,F25-29
3528,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F25-29
3528,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F25-29
3528,Ottawa Race Weekend,10km,2012-05-26,10.0,F25-29
1112,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
1112,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M40-44
1112,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F35-39
1112,Course et marche populaires de LaSalle,5km,2012-03-25,5.0,M40-49
1112,Défi Hivernal Ile Bizard,5km,2012-02-19,5.0,M40-49
5441,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
5441,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M55-59
1439,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F30-34
409,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M25-29
409,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M25-29
1574,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
3423,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M40-44
3423,Demi-marathon Bonneville de Lachine,half marathon,2014-08-24,21.0975,M40-49
3423,Demi Marathon de Sherbrooke,half marathon,2014-06-28,21.0975,M40-49
3423,La Grande Viree des Sentiers St-Bruno,20km,2014-06-08,20.0,M40-49
3423,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,M40-44
3423,Demi Marathon Hypothermique,half marathon,2014-02-16,21.0975,M40-49
3423,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
3423,Demi Marathon de Sherbrooke,half marathon,2013-06-29,21.0975,M40-49
3423,La Grande Viree des Sentiers St-Bruno,20km,2013-06-09,20.0,M40-49
3423,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M40-44
3423,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M40-44
8252,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M45-49
1049,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
1049,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M45-49
1049,Triathlon Esprit de Montreal,half  esprit,2013-09-07,-1,M45-49
3198,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F25-29
1854,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M18-24
7475,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M25-29
5516,Coupe Dix30,21km,2014-10-05,21.0,M30-39
5516,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M35-39
5516,Coupe Dix30,15km,2014-09-07,15.0,NO-AGE
5516,Ironman Mont-Tremblant 70.3,overall,2014-06-22,-1,M35-39
2800,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
6209,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M30-34
5340,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
3223,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,NO AGE
3289,Classique Du Parc La Fontaine,5km,2014-10-19,5.0,M40-49
3289,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
3289,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
3289,Defi Velo Mag,triathlon 105 40 10,2012-09-23,-1,M30-39
3289,Defi Velo Mag,10km,2012-09-23,10.0,M30-39
3289,Defi Velo Mag,40km velo de montagne,2012-09-23,40.0,M30-39
3289,Defi Velo Mag,105km,2012-09-22,105.0,M30-39
3289,Triathlon Esprit de Montreal,triathlon olympic,2012-09-08,-1,M40-44
3289,Triathlon Trimemphre de Magog,triathlon sprint,2012-07-22,-1,M40-44
3289,Cyclo-Orford,100km,2012-07-08,100.0,M40+
3289,Triathlon Drummondville,triathlon sprint,2012-06-16,-1,M40-44
1988,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M40-44
1988,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
8262,Melissa's Road Race,21km,2014-09-27,21.0,M50-59
8262,Melissa's Road Race,22km,2013-09-28,22.0,M50-59
8262,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M50-54
1047,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
7187,Course du Portageur,10km,2014-11-01,10.0,M40-49
7187,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
7187,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M35-39
7187,Marathon de Rimouski,21,1km,2012-09-30,-1,M30-39
7187,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,M30-39
4171,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M60-64
4171,Triathlon Trimemphre de Magog,half marathon du crepuscule   10km,2014-07-19,-1,M60-69
4171,Tour du Lac Brome,20km route,2014-06-15,20.0,M60-69
4171,Coupe Dix30,10km,2014-05-04,10.0,M60-69
4171,Demi Marathon de Sherbrooke,half marathon,2013-06-29,21.0975,M60-69
4171,Tour du Lac Brome,20km route,2013-06-16,20.0,M60-69
4171,Marathon Oasis de Montreal,10km,2012-09-23,10.0,M60-64
4171,Demi Marathon de Sherbrooke,10km,2012-06-30,10.0,M60+
852,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
852,A votre rythme,half marathon,2014-06-08,21.0975,M50-59
852,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
3258,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M35-39
3258,Defi Velo Mag,cyclosportive 105km,2013-09-21,-1,M35-39
3258,Defi Velo Mag,105km,2012-09-22,105.0,M30-39
8054,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
1301,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M35-39
1301,Le Defi des Peres Noel de la Fondation Hopital Pierre-Boucher,10km,2013-11-23,10.0,MALE
1301,Marathon Oasis de Montreal,10km,2013-09-22,10.0,M30-34
2090,Scotiabank Toronto Waterfront Marathon,half marathon,2014-10-19,21.0975,M40-44
2090,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
6128,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
6128,Triathlon Esprit de Montreal,half esprit,2014-09-06,-1,M40-44
6128,Triathlon / Duathlon Mont-Tremblant,ironman 5150  triathlon olympic,2014-06-08,-1,M40-49
6128,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M35-39
6128,Ironman 70.3 Timberman,overall results,2013-08-18,-1,M40-44
6128,Ironman Mont-Tremblant 70.3,half ironman,2013-06-23,21.1,M40-44
6128,Triathlon / Duathlon Mont-Tremblant,duathlon sprint,2013-06-08,-1,M40-49
6128,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M35-39
6128,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
2069,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
2069,Mud Hero Montreal,6km,2013-06-15,6.0,M45-49
2069,Morin-Heights Viking Loppet,smith johannsen 33km classique,2012-02-26,-1,M40-49
4313,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
4313,Defi Physio Extra de Terrebonne,10km,2013-06-01,10.0,M20-29
165,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
165,Coupe Dix30,30km,2014-09-07,30.0,F30-39
581,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
1594,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
1594,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M50-54
7600,Marathon de Rimouski,10km,2012-09-30,10.0,F30-39
7600,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F35-39
7600,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,F30-39
7600,La Grande Viree des Sentiers St-Bruno,10km,2012-06-10,10.0,F30-39
3433,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F30-34
6543,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
5790,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
5790,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,M40-44
5790,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
5790,Demi Marathon de Sherbrooke,half marathon,2013-06-29,21.0975,M40-49
5790,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M40-44
5790,Demi Marathon de Sherbrooke,half marathon,2012-06-30,21.0975,M40-49
4224,Defi des couleurs,10km simard,2014-10-04,10.0,M50-59
4224,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
3128,Course d'Oka Race,21.1km,2014-11-02,21.1,M30-39
3128,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
3128,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23.5km the north face,2014-08-02,23.5,M30-39
3128,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
3128,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M35-39
3128,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
8364,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
2750,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F30-34
2750,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,F30-34
2750,Ottawa Race Weekend,half marathon,2012-05-27,21.0975,F25-29
2750,Défi Hivernal Ile Bizard,10km,2012-02-19,10.0,F20-29
3939,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
3939,Ironman Mont-Tremblant 70.3,overall,2014-06-22,-1,M35-39
3939,Oka Road Race,half marathon,2013-11-03,21.0975,M30-39
3939,Classique Du Parc La Fontaine,5km,2013-10-06,5.0,M30-39
3939,Cross-Country Saint-Laurent Select,5km,2012-10-20,5.0,M30-39
2302,Triathlon / Duathlon Mont-Tremblant,triathlon sprint,2014-06-08,-1,M20-29
2302,Triathlon de Joliette,coupe du quebec triathlon sprint elite,2014-06-01,-1,M-ELITE
2302,Triathlon - Duathlon Trois-Rivieres,triathlon sprint,2013-06-22,-1,M16-19
2302,Course de la Fondation hopital Saint Jerome,half marathon,2013-05-11,21.0975,M19-
2302,Course et marche populaires de LaSalle,5km,2013-03-24,5.0,M18-19
2302,Classique Du Parc La Fontaine,5km,2012-10-14,5.0,M18-19
2302,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M18-24
5810,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,M30-34
5810,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
2537,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
2537,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M40-44
2316,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M40-44
2316,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
1133,Scotiabank Toronto Waterfront Marathon,marathon,2013-10-20,42.195,M18-24
1133,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M18-24
2656,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M50-54
2656,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M50-54
2656,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M50-54
2656,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,M50-59
2656,Ottawa Race Weekend,half marathon,2012-05-27,21.0975,M50-54
2656,Demi Marathon Hypothermique,half marathon,2012-02-18,21.0975,M50-59
3419,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
3419,BMO Vancouver Marathon,marathon,2013-05-05,42.195,M30-34
8098,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
8098,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
7277,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M30-34
7277,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
7277,Défi Boréal Sainte-Anne-de-Bellevue,20km,2013-08-04,20.0,M30-39
7277,Ottawa Race Weekend,ottawa 10km,2013-05-25,-1,M30-34
7277,Banque Scotia 21km et 5km,5km,2013-04-28,5.0,M30-34
7277,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M30-34
7277,Coupe Dix30 2012,5km,2012-07-08,5.0,M30-39
7277,Tour du Lac Brome,10km route,2012-06-17,10.0,M30-39
7277,Tour du Lac Brome,9km trail,2012-06-16,9.0,M30-39
7277,Ottawa Race Weekend,10km,2012-05-26,10.0,M30-34
7277,Banque Scotia 21km et 5km,5km,2012-04-29,5.0,M30-34
8502,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
1075,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,F18-24
1075,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,F20-24
1075,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F18-24
1075,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F18-24
2538,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
5200,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F18-24
5200,Ottawa Fall Colours Marathon Events,half marathon,2013-10-13,21.0975,F20-24
4152,National Capital Triathlon Duathlon and Relays,sprint triathlon,2014-08-02,5.0,M40-44
4152,Ottawa River Triathlon & Duathlon,sprint triathlon,2014-06-14,5.0,M40-44
4152,National Capital Triathlon Duathlon and Relays,sprint triathlon,2013-08-03,5.0,M40-44
4152,Graham Beasley Triathlon, Duathlon & Relays,sprint triathlon,2013-07-14,5.0,M40-44
4152,Ottawa River Triathlon & Duathlon,sprint triathlon,2013-06-08,5.0,M40-44
4152,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
4152,Ottawa River Triathlon & Duathlon,sprint triathlon,2012-06-09,5.0,M40-44
4152,Ottawa Early Bird Triathlon and Duathlon,sprint triathlon,2012-05-19,5.0,M40-44
3344,Mississauga Marathon Races,marathon,2014-05-04,42.195,F40-49
3344,Harry's Spring Run Off,8km,2014-04-05,8.0,F40-44
3344,Around the Bay Road Races,30km,2014-03-30,30.0,F40-44
3344,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F40-44
3344,A Mid Summer Nights Run,30km,2013-08-17,30.0,F40-49
3344,Around the Bay Road Races,30km,2013-03-24,30.0,F40-44
3344,A Mid Summer Nights Run,30km race,2012-08-18,30.0,F40-49
3344,Ottawa Race Weekend,marathon,2012-05-27,42.195,F40-44
3355,Des Chenes Toi,5km   buropro,2014-05-18,5.0,F18+
3355,Demi Marathon de Sherbrooke,half marathon,2013-06-29,21.0975,F40-49
3355,Demi Marathon Hypothermique,half marathon,2013-02-17,21.0975,F30-39
8561,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
8506,Marathon SSQ Lévis-Québec,marathon,2014-08-24,42.195,M40-49
8506,La Grande Viree des Sentiers St-Bruno,20km,2014-06-08,20.0,M40-49
8506,Defi Hivernal Bizz-Or,triathlon d'hiver sprint,2014-02-09,-1,M40-59
8506,Marathon des Deux Rives Lévis-Québec,marathon,2013-08-25,42.195,M40-49
8506,Le 5km Endurance,5km,2013-08-14,5.0,M40-49
8506,La Grande Viree des Sentiers St-Bruno,20km,2013-06-09,20.0,M40-49
8506,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
8506,La Grande Viree des Sentiers St-Bruno,20km,2012-06-10,20.0,M40-49
3057,Course MEC Quebec #5,10km,2014-10-26,10.0,F20-29
3057,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F25-29
3057,Course MEC Quebec #4,21km,2014-09-14,21.0,FEMALE
3057,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,F20-29
3057,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23.5km the north face,2014-08-02,23.5,F20-29
3057,Demi Marathon de Sherbrooke,10km,2014-06-28,10.0,F20-29
3057,Course MEC Quebec #3,10km,2014-06-08,10.0,F20-29
3057,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,F25-29
3057,Vert le Raid - Le Sentier Urbain,10km,2014-05-18,10.0,F16-29
3057,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,F20-29
3057,Demi Marathon de Sherbrooke,10km,2013-06-29,10.0,F20-29
3057,Defi des escaliers,13km,2013-06-16,13.0,F20-29
3057,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,F25-29
3057,Demi Marathon de Sherbrooke,half marathon,2012-06-30,21.0975,F20-29
3057,Ottawa Race Weekend,half marathon,2012-05-27,21.0975,F25-29
8086,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
8306,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
8306,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,M45-49
8306,Vancouver Sun Run,10km,2013-04-21,10.0,M40-44
8306,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M40-44
3097,Ironman Mont-Tremblant 70.3,half ironman,2013-06-23,21.1,M25-29
3097,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M25-29
2049,Ottawa Fall Colours Marathon Events,half marathon,2014-10-12,21.0975,F50-54
2049,Goodlife Fitness Toronto Marathon,half marathon,2014-05-04,21.0975,F50-54
2049,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F50-54
